frame_idx,t,dt,keys_down
550,1774004741.664490,0.176048,[]
551,1774004741.843772,0.179282,[]
552,1774004742.011239,0.167467,[]
553,1774004742.171448,0.160209,["Key.space"]
554,1774004742.340574,0.169126,["Key.right", "Key.space"]
555,1774004742.519959,0.179385,["Key.right", "Key.space"]
556,1774004742.689350,0.169391,[]
557,1774004742.851399,0.162049,[]
558,1774004743.020779,0.169380,["Key.right"]
559,1774004743.208297,0.187517,[]
560,1774004743.387509,0.179213,[]
561,1774004743.558887,0.171378,[]
562,1774004743.724409,0.165522,["Key.right"]
563,1774004743.904720,0.180311,["Key.right"]
564,1774004744.075131,0.170412,["Key.right"]
565,1774004744.240138,0.165007,["Key.right"]
566,1774004744.422833,0.182695,["Key.right"]
567,1774004744.586704,0.163872,["Key.right"]
568,1774004744.752663,0.165958,["Key.right"]
569,1774004744.948756,0.196093,["Key.right"]
570,1774004745.123113,0.174358,[]
571,1774004745.300377,0.177264,[]
572,1774004745.477855,0.177478,[]
573,1774004745.644696,0.166841,["Key.left"]
574,1774004745.801679,0.156983,["Key.right"]
575,1774004745.979768,0.178088,["Key.right"]
576,1774004746.148544,0.168776,[]
577,1774004746.328079,0.179534,[]
578,1774004746.489752,0.161674,[]
579,1774004746.672469,0.182717,[]
580,1774004746.843108,0.170639,[]
581,1774004747.027241,0.184133,[]
582,1774004747.195177,0.167937,[]
583,1774004747.359239,0.164062,[]
584,1774004747.524958,0.165719,[]
585,1774004747.686852,0.161894,["Key.right"]
586,1774004747.855193,0.168341,["Key.right", "Key.space"]
587,1774004748.019586,0.164393,["Key.right", "Key.space"]
588,1774004748.206458,0.186872,["Key.right", "Key.space"]
589,1774004748.380709,0.174251,["Key.right", "Key.space"]
590,1774004748.544363,0.163654,["Key.right", "Key.space"]
591,1774004748.722396,0.178033,["Key.right", "Key.space"]
592,1774004748.906687,0.184291,["Key.right", "Key.space"]
593,1774004749.078835,0.172148,["Key.space"]
594,1774004749.244582,0.165748,[]
595,1774004749.410705,0.166123,[]
596,1774004749.576124,0.165419,["Key.right"]
597,1774004749.742825,0.166701,["Key.right"]
598,1774004749.908804,0.165979,["Key.right"]
599,1774004750.074014,0.165210,["Key.right"]
600,1774004750.242927,0.168912,["Key.right"]
601,1774004750.406173,0.163247,["Key.right", "Key.space"]
602,1774004750.566654,0.160481,["Key.right", "Key.space"]
603,1774004750.745399,0.178745,["Key.right", "Key.space"]
604,1774004750.919688,0.174288,["Key.right"]
605,1774004751.114675,0.194987,["Key.right"]
606,1774004751.296157,0.181482,[]
607,1774004751.459381,0.163225,[]
608,1774004751.629916,0.170535,[]
609,1774004751.790059,0.160143,[]
610,1774004751.956346,0.166287,[]
611,1774004752.133111,0.176765,[]
612,1774004752.302184,0.169073,[]
613,1774004752.478505,0.176321,[]
614,1774004752.648279,0.169774,[]
615,1774004752.821932,0.173653,[]
616,1774004752.988013,0.166081,[]
617,1774004753.163341,0.175328,[]
618,1774004753.337379,0.174038,[]
619,1774004753.501659,0.164280,[]
620,1774004753.668760,0.167101,[]
621,1774004753.857903,0.189142,[]
622,1774004754.029037,0.171134,[]
623,1774004754.193576,0.164540,[]
624,1774004754.368815,0.175239,[]
625,1774004754.533585,0.164770,[]
626,1774004754.717949,0.184364,[]
627,1774004754.895937,0.177987,[]
628,1774004755.060458,0.164521,[]
629,1774004755.229279,0.168821,[]
630,1774004755.388758,0.159480,["Key.space"]
631,1774004755.563758,0.174999,["Key.right", "Key.space"]
632,1774004755.725463,0.161705,["Key.right"]
633,1774004755.905483,0.180020,[]
634,1774004756.076657,0.171174,["Key.right"]
635,1774004756.244483,0.167826,["Key.right"]
636,1774004756.408409,0.163927,["Key.right"]
637,1774004756.588710,0.180301,["Key.right"]
638,1774004756.762970,0.174260,["Key.right"]
639,1774004756.936068,0.173097,["Key.left"]
640,1774004757.110084,0.174016,["Key.right"]
641,1774004757.268326,0.158242,["Key.right"]
642,1774004757.437032,0.168706,[]
643,1774004757.614710,0.177678,["Key.right"]
644,1774004757.795782,0.181072,[]
645,1774004757.971756,0.175974,["Key.right"]
646,1774004758.153612,0.181856,[]
647,1774004758.327351,0.173738,["Key.right"]
648,1774004758.498982,0.171632,[]
649,1774004758.675428,0.176446,[]
650,1774004758.858505,0.183077,["Key.left"]
651,1774004759.031644,0.173139,["Key.right"]
652,1774004759.217555,0.185910,[]
653,1774004759.396898,0.179344,["Key.right"]
654,1774004759.558351,0.161453,["Key.right"]
655,1774004759.729969,0.171618,["Key.right"]
656,1774004759.899772,0.169803,["Key.right"]
657,1774004760.076724,0.176952,["Key.right"]
658,1774004760.246725,0.170001,[]
659,1774004760.423097,0.176372,["Key.right"]
660,1774004760.595528,0.172431,[]
661,1774004760.754815,0.159286,["Key.right", "Key.space"]
662,1774004760.935423,0.180609,[]
663,1774004761.113112,0.177688,[]
664,1774004761.276621,0.163510,[]
665,1774004761.437588,0.160967,["Key.right"]
666,1774004761.611700,0.174112,[]
667,1774004761.772657,0.160957,[]
668,1774004761.953044,0.180387,[]
669,1774004762.139334,0.186290,[]
670,1774004762.302343,0.163008,["Key.right", "Key.space"]
671,1774004762.472585,0.170242,["Key.right", "Key.space"]
672,1774004762.659123,0.186539,["Key.right", "Key.space"]
673,1774004762.831809,0.172685,["Key.right", "Key.space"]
674,1774004763.017087,0.185278,["Key.right", "Key.space"]
675,1774004763.189885,0.172798,["Key.right", "Key.space"]
676,1774004763.378176,0.188292,["Key.right"]
677,1774004763.547629,0.169453,["Key.right"]
678,1774004763.722735,0.175105,[]
679,1774004763.919348,0.196614,[]
680,1774004764.095380,0.176032,[]
681,1774004764.256023,0.160643,[]
682,1774004764.432221,0.176198,[]
683,1774004764.611141,0.178920,[]
684,1774004764.783602,0.172461,[]
685,1774004764.953531,0.169929,[]
686,1774004765.143100,0.189569,[]
687,1774004765.312614,0.169514,[]
688,1774004765.490815,0.178201,[]
689,1774004765.654012,0.163197,[]
690,1774004765.822800,0.168788,[]
691,1774004765.995529,0.172729,[]
692,1774004766.159878,0.164349,[]
693,1774004766.318532,0.158655,[]
694,1774004766.504776,0.186243,["Key.esc"]
695,1774004766.676046,0.171270,["Key.esc"]
